product_id,product_name,brand,long_description,app_name,image_url,url
195715927,Linksys AC1200 Dual Band WiFi 5 Router with Easy Setup Black,Linksys,"
Linksys Dual Band WiFi 5 Router

EASY SETUP: Installation is fast and easy, No CD required
DUAL-BAND WIRELESS AC: The Linksys AC1200 Dual Band WiFi 5 Router provides two dedicated Wi-Fi bands, providing double the bandwidth of a single band router.
KEEP YOUR NETWORK SAFE: Featuring WPA2 encryption and an SPI firewall, the AC1200 Dual Band WiFi 5 Router uses advanced security technologies to help keep your network safely connected.
ETHERNET FOR FAST WIRED CONNECTIONS: Four Ethernet ports allow you to connect wired devices directly for Internet access as well as share data on external storage devices.
CUSTOMIZE AND MANAGE YOUR HOME WIFI

Guest Access: Generate a separate, password-protected WiFi network for up to 10 guests and easily share the password via text.
Parental Controls: Ensure a safe Internet experience for your kids. Reduce online distractions during homework, family or dinnertime. Restrict access to inappropriate or distracting content, control usage, and block specific devices from accessing the Internet.
About Belkin International
At Belkin International, we create products that help people realize the power of technology and make people's lives better, easier and more fulfilling. This has been Belkin's mission since our inception in 1983.
Today, Belkin International has three brands – Belkin, Linksys and WeMo – to enhance the technology that connects us to the people, activities and experiences we love. Belkin products are renowned for their simplicity and ease of use, while our Linksys brand helped make wireless connectivity mainstream around the globe. Our newest brand, WeMo, is the leader in delivering customizable smart home experiences. Its product platform empowers people to monitor, measure and manage their electronics, appliances and lighting at home and on-the-go.",,,
2366696466,Linksys AX2200 Dual Band Mesh WiFi 6 System 2 2 Gbps,Linksys,"
Linksys Atlas 6 AX2200 Dual-Band Intelligent Mesh WiFi 6 Router, 2 pack features:
Blazing-Fast WiFi Speeds: No more buffering and lag. The AX2200 delivers speeds of up to 2.2 Gbps, ensuring smooth streaming, online gaming, and browsing across all your devices.
Budget-Friendly: With advanced WiFi 6 technology, the Linksys AX2200 offers lightning-fast speeds and ultra-reliable connections at a price that won’t break the bank.
Seamless Mesh Network: Linksys Mesh technology lets you create a unified network that blankets your entire home with WiFi coverage. The AX2200 works together with compatible Linksys mesh nodes and routers, allowing you to easily extend coverage, eliminating dead zones. This Linksys Dual-Band Mesh WFi 6 System covers up to 3,000 sq. ft. and supports up to 30 devices at once. 
Backward Compatibility: The Linksys AX2200 connects seamlessly with all modern WiFi devices, but is also compatible with older technology, including WiFi 5 and earlier-generation devices.
Dual-Band Power: Simultaneous dual-band connectivity allows you to effortlessly connect more devices at the same time without compromising speed or performance.
Easy Setup: With the Linksys App, setting up your new mesh WiFi system is simple. In just a few steps, you'll have your network up and running and ready to go. 
Advanced Security Features: Safeguard your digital world with WPA3 encryption, the latest WiFi security protocol.",LINKSYS,https://i5.walmartimages.com/seo/Linksys-AX2200-Dual-Band-Mesh-WiFi-6-System-2-2-Gbps_32a780c6-a4aa-46fc-b163-8ccf27b75892.6be5faed63b8c872aaa6ab3317ea2e69.jpeg,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sb-search-top~desktop~&pos=3&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLinksys-AX2200-Dual-Band-Mesh-WiFi-6-System-2-2-Gbps%2F2366696466%3FadsRedirect%3Dtrue&adUid=3af2ec81-b905-4327-98fa-7337593a768b&mloc=sb-search-top&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=-kfz_jXdmFQ0tqlXmVTujAKP4BAWVE7gOH1mOoZafmWYm4pf6qYGhSPHnGl5VnSZ9dTK8ab1G4gtCqgzuckubqxrom2BbuQ7vr9zRT-yJTCUGSaCJdARK12S3CHNWz0oAY2jhaW26hpVyjHiXn9cJ1bdF40AZEUXyiXbd9E1zqUiw6hI3xjSvqckKrAYv3Ns-XvtfY1DilOMXWEOQk1edw&storeId=5867&couponState=na&bkt=2482&/ip/Linksys-AX2200-Dual-Band-Mesh-WiFi-6-System-2-2-Gbps/2366696466
1740311691,Linksys AX2200 Dual Band Wi Fi 6 Mesh Router Up to 2 2 Gbps Speeds 1 500 sq ft Coverage For Next Level Connectivity,Linksys,"
Why choose the Linksys AX2200 Wi-Fi 6 Mesh Router?
Lightning-Fast WiFi Speeds: Say goodbye to buffering and lag. The AX2200 delivers speeds of up to 2.2 Gbps, ensuring smooth streaming, online gaming, and browsing across all your devices.
Dual-Band Excellence: Experience the power of simultaneous dual-band connectivity, allowing you to effortlessly connect more devices at the same time without compromising on speed or performance.
Seamless Mesh Network: Create a unified network with Linksys Mesh technology. This router works with compatible mesh nodes and routers to effortlessly extend coverage, ensuring dead zones are a thing of the past. Each Linksys Wi-Fi 6 Mesh Router covers up to 1,500 sq. ft. 
Backward Compatibility: Linksys AX2200 connects seamlessly with all modern WiFi devices while staying compatible with older WiFi 5 and earlier generation devices.
Effortless Setup: Thanks to the intuitive Linksys app, setting up your new router is a breeze. In just a few steps, you'll have your upgraded network up and running, ready to meet your online needs.
Advanced Security: Safeguard your digital world with Advanced WPA3 encryption, the latest cutting-edge WiFi security protocol.
Budget-Friendly Upgrade: Packed with advanced Wi-Fi 6 technology, the Linksys AX2200 offers lightning-fast speeds and reliable connections, all at an accessible price point. 
Upgrade Your Home Network Today!
Join the ranks of smart home enthusiasts who have already elevated their connectivity game with the Linksys AX2200 Dual-Band Mesh WiFi 6 Router. Don't compromise on speed, coverage, or security – experience the future of WiFi 6 with Linksys. Get yours now and enjoy a seamless, high-speed, and reliable network that will transform how you connect.",LINKSYS,https://i5.walmartimages.com/seo/Linksys-AX2200-Dual-Band-Wi-Fi-6-Mesh-Router-Up-to-2-2-Gbps-Speeds-1-500-sq-ft-Coverage-For-Next-Level-Connectivity_63dc00f0-e1d2-4643-8909-9dc928ef384f.904b1e19430a00438071f9fd731bd437.png,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sb-search-top~desktop~&pos=4&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLinksys-AX2200-Dual-Band-Wi-Fi-6-Mesh-Router-Up-to-2-2-Gbps-Speeds-1-500-sq-ft-Coverage-For-Next-Level-Connectivity%2F1740311691%3FadsRedirect%3Dtrue&adUid=3af2ec81-b905-4327-98fa-7337593a768b&mloc=sb-search-top&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=GmOytCHwohaXyyJX1qb_xNvbVxv5wi-H_s3GIGds8aKYm4pf6qYGhSPHnGl5VnSZ9dTK8ab1G4gtCqgzuckubqxrom2BbuQ7vr9zRT-yJTCUGSaCJdARK12S3CHNWz0oAY2jhaW26hpVyjHiXn9cJ1bdF40AZEUXyiXbd9E1zqUiw6hI3xjSvqckKrAYv3Ns-XvtfY1DilOMXWEOQk1edw&storeId=5867&couponState=na&bkt=2482&/ip/Linksys-AX2200-Dual-Band-Wi-Fi-6-Mesh-Router-Up-to-2-2-Gbps-Speeds-1-500-sq-ft-Coverage-For-Next-Level-Connectivity/1740311691
708994840,Linksys Hydra 6 Dual Band Mesh Wi Fi 6 Router AX3000,Linksys,"
Easy setup and Control- The Linksys App makes it simple to setup, and lets you access your network from anywhere, and view or prioritize which connected devices are using the most Wi-Fi.
Make the Most of Wi-Fi 6 Speed- Access to 160 MHz channels enables the true power of Wi-Fi 6 technology, delivering the fastest connection with everything you do. 
Power of Wi-Fi 6- Four-stream Wi-Fi with up to 574 + 2402 Mbps for ultra-fast wireless speeds.  
Use of Routing- OFDMA increases efficiency in high-density scenarios, delivering high-speed Wi-Fi to multiple devices simultaneously.   
Reduces Power Consumption- Wi-Fi 6 (802.11ax) allows devices to negotiate when and how often they will wake up to send or receive data, substantially improving battery life for mobile and IoT devices.  
The Future Looks Bright- Future-ready hardware with Intelligent Mesh™.",LINKSYS,https://i5.walmartimages.com/seo/Linksys-Hydra-6-Dual-Band-Mesh-Wi-Fi-6-Router-AX3000_63dc00f0-e1d2-4643-8909-9dc928ef384f.904b1e19430a00438071f9fd731bd437.png,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sb-search-top~desktop~&pos=5&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLinksys-Hydra-6-Dual-Band-Mesh-Wi-Fi-6-Router-AX3000%2F708994840%3FadsRedirect%3Dtrue&adUid=3af2ec81-b905-4327-98fa-7337593a768b&mloc=sb-search-top&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=aqSJ29DOJxyl0cPH1qDZQ71B_U53l5X5EMaOAb7c0VMIrrGcJIhJfw1nNFVifjLJRrB2IJnTrBnvxKm3fe7PzHFQyZ8Ieh7jy6S0DbgAex5SjPYrCBmMkHgUk-QQ0_tvY-v-38vQ9KwVC01y1B_Atg_LF2Umv8Ulr0rCI-BiJJMwpChqoG563UdmA1A2NHTJcuxVjbLySLz2LWXuLEMcqg&storeId=5867&couponState=na&bkt=2482&/ip/Linksys-Hydra-6-Dual-Band-Mesh-Wi-Fi-6-Router-AX3000/708994840
947930149,BN LINK WiFi Heavy Duty Smart Plug Outlet No Hub Required Timer Function White Compatible Alexa Google Assistant 2 4 Ghz Network Only 4 Pack,BN-LINK,"
Key Features:
【VOICE CONTROL】Simply voice command to control multiple home devices with our smart outlet via Alexa or Google Home. Enjoy the hands-free convenience of controlling any home electronic appliances. Made for everyone, perfect for elderly, disabled, or for a hard-to-reach plug
【CONTROL FROM ANYWHERE】Turn electronics on or off from anywhere in the world with your smartphone using the BN-LINK app or by simply giving voice commands to Amazon Alexa or Google Home Assistant. No Hub Required, works with 2.4GHz network
【SMART SCHEDULING】 Set the smart plug to automatically power most electronics on and off as needed. With timer function setting lamps, fan, humidifier, any lights to come on at dusk and turn off at anytime
【GROUP & SHARE CONTROL】 The convenient and efficient group control function allows you to share these wifi smart plugs to all family members in a minute. Let no more worries. Everyone can control it easily
【EASY TO SET UP,SAFE TO USE】 Requires a secured 2.4 GHz Wi-Fi network connection. ETL certified, rated: 15 A, 125 V, 1875 W

Specifications:
1.Operation Mode: ON-OFF
2.Current Rating: 15 Amps
3.Operating Voltage: 125 Volts
4.Connector Type: Plug In
5.Brand: BN-LINK
6.Switch Type: Push Button Switch
7.Material: Plastic
8.Item Dimensions LxWxH: 3 x 2 x 2 inches
9.Item Weight: 12 ounces",BNLINK,https://i5.walmartimages.com/seo/BN-LINK-WiFi-Heavy-Duty-Smart-Plug-Outlet-No-Hub-Required-Timer-Function-White-Compatible-Alexa-Google-Assistant-2-4-Ghz-Network-Only-4-Pack_34bbc1c0-eb08-4e6a-8895-481d36a177ea.5243ce9f45fb3cd5e69222eb986c1820.jpeg,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FBN-LINK-WiFi-Heavy-Duty-Smart-Plug-Outlet-No-Hub-Required-Timer-Function-White-Compatible-Alexa-Google-Assistant-2-4-Ghz-Network-Only-4-Pack%2F947930149%3FadsRedirect%3Dtrue&adUid=8cc66720-ba49-4253-aa13-ba04c801cdf9&mloc=sp-search-middle&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=H5RWafsPAv8fw97q4jKr7EfPCGxZ1cyOxiealtMeIFQzaukHW_PKRih8TEa7uDl4DoCFGFNgpi_rhs7L2Nm1gyTrGsQ0RstiROL91o2kxjLa5rm8eDsuxKnYjRidL7fTzFV7NxO5RVZSvmKT8twQqpcdyxuWea4IpyNtdItSh7K90Ba9GPoDVgMo9bAr5oA-8V-Gb-j63oWLxHqVC_NHrsnitrd3kJ7vXa-95ACGQbVmtzbcPf2tmH5Lis54JrUoz4hlKgd2pYzqvOKaCnHHK2P1HRDVLvI0VJMEejtqs3A&storeId=5867&couponState=na&bkt=ace_3121%7Ccoldstart_on%7Csearch_mp_pick_up&/ip/BN-LINK-WiFi-Heavy-Duty-Smart-Plug-Outlet-No-Hub-Required-Timer-Function-White-Compatible-Alexa-Google-Assistant-2-4-Ghz-Network-Only-4-Pack/947930149
623393631,WP6 2 Gosund Smart Plug 2 in 1 Compact Design 2 4 GHz Wi Fi Alexa Plug compatible Google Assistant ETL Certified 120V 15A Outlet Timer 2 Pack,Gosund,"
Smart Control: The Alexa smart plug also works with Google Assistant to manage all your home devices connected to the smart plug. You can control many devices connected to the smart outlet smartly and remotely through the app or with voice control.
Timer Function: Turn your devices on/off automatically by setting a schedule with the smart plug. Use the timer function of the smart outlet to save time and energy. Use the light timer for scheduled or spontaneous control of your lights.
Easy to Install and Use: The wi-fi smart plug easily connects through wi-fi (2.4 GHz), no hub or subscription required. Just insert the smart plug into an outlet, connect your device to the smart outlet, then remotely control devices from anywhere at any time.
Energy Saving: Use the timer function of the smart outlet to automatically turn any device connected to the smart plug on/off to prevent devices from overcharging or overheating. This light dimmer switch helps keep you and your family safe.
Home Wide Application: The smart plug can be used with many devices such as: lamps, toasters, fans, coffee makers, air conditioners, etc. Simply connect them to the smart outlet and you're ready to go.
Customer Satisfaction: Our customer service team is available by email 24 hours a day and by phone 8am-3pm PST. All Gosund smart plugs, smart outlets and smart home devices come with a 1 year warranty to ensure every customer's enjoyment and safety.
Capacity: The smart plug can handle 120V/15A of power making it the perfect smart outlet to handle all of your daily needs and devices. The wi-fi smart plug is intended for indoor use only.",,https://i5.walmartimages.com/seo/WP6-2-Gosund-Smart-Plug-2-in-1-Compact-Design-2-4-GHz-Wi-Fi-Alexa-Plug-compatible-Google-Assistant-ETL-Certified-120V-15A-Outlet-Timer-2-Pack_bbaf2c2c-45c1-4b5b-acf9-b50d80101592.c2722c1ca7efe340c9a571aeeb6cd62f.jpeg,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FWP6-2-Gosund-Smart-Plug-2-in-1-Compact-Design-2-4-GHz-Wi-Fi-Alexa-Plug-compatible-Google-Assistant-ETL-Certified-120V-15A-Outlet-Timer-2-Pack%2F623393631%3FadsRedirect%3Dtrue&adUid=8cc66720-ba49-4253-aa13-ba04c801cdf9&mloc=sp-search-middle&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=8kR2EaPMcs28Ars7sQq2Ezqm2ufBVrEIS5LNFLk6lWzzWWQVcFketJTwyqVyMUi3FlpalP9HoOILUQqK1gsi6qqSk1QciaiFRlRhIvFaSQIyX6d-0KGnzsZ5BCQRu8x4E7ltRKDSNwrkLSpLTC7Bdoul4tTmn6bDgkf9gT3b-XsDHrHPtBXvfZbaAzaxQsjpOYiE3NKa97Br6PAAE_hswsNTl62ubbhc8wQo7uHqEp0&storeId=5867&couponState=na&bkt=ace_3121%7Ccoldstart_on%7Csearch_mp_pick_up&/ip/WP6-2-Gosund-Smart-Plug-2-in-1-Compact-Design-2-4-GHz-Wi-Fi-Alexa-Plug-compatible-Google-Assistant-ETL-Certified-120V-15A-Outlet-Timer-2-Pack/623393631
393075078,Lumary Smart Wall Outlet Standard Electrical Outlets 2 USB Ports Plugs App Control Work Alexa Google Home 15 Amp Tamper Resistant Outlet ETL FCC 2 4G,Lumary,"
【High Quality & Safety Design】 ANGELHALO Smart wifi outlet made of PVC, high temperature resistant, tamper resistant, with short circuit protection and overheating protection，ETL&FCC Certified. Smart wifi wall outlet can support 110 to 130V, total current up to 15A.
【Multiple APP function control】ANGELHALO Smart in-wall outlet supports a variety of functions such as voice control、remote control、group control and schedules. Smart outlet plug can make your life easier.
【Group control】 Through the APP, the Smart wall socket are grouped into the same group for unified control. Simply tap on the app to turn on or off the wall sockets at the same time.
【Upgrade design】Smart WiFi Outlets with two USB Ports, provide you with more ways to power your device and make your life easier. Smart wall outlets can control each port individually to turn it on or off. （Note： Apple device users need to use MFI certified cables）
【Easy Setup】Smart wall sockets can be paired successfully in just three steps. 1、Tap Add Device 2、Connect to your 2.4Ghz WiFi 3、Follow the instructions from our smart app.
【Widely used】The 15A Smart power outlet support 110V-130V, smart wifi socket work for a wide range of appliances. For example: desk lamp、 electric fan and air purifier，make your life smarter.
【Easy installation】Just connect the wiring with electric outlet, push in the wall box, and twist the screws. Easy and quick to install smart wifi socket outlets! (Note: Depth of wall box ≥ 2.36 inch)",USEDTHE,https://i5.walmartimages.com/seo/Lumary-Smart-Wall-Outlet-Standard-Electrical-Outlets-2-USB-Ports-Plugs-App-Control-Work-Alexa-Google-Home-15-Amp-Tamper-Resistant-Outlet-ETL-FCC-2-4G_7686b68f-9300-4fea-86c0-febf1a64e1f0.15a7b625aa5088bcd2938303451b5283.jpeg,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLumary-Smart-Wall-Outlet-Standard-Electrical-Outlets-2-USB-Ports-Plugs-App-Control-Work-Alexa-Google-Home-15-Amp-Tamper-Resistant-Outlet-ETL-FCC-2-4G%2F393075078%3FadsRedirect%3Dtrue&adUid=8cc66720-ba49-4253-aa13-ba04c801cdf9&mloc=sp-search-middle&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=85cuCfKG8pUDcbqUFbEch7k3bwjKTNUR1l_ooejOe261EitsN2i86LG1dXfjt9qqFlpalP9HoOILUQqK1gsi6qqSk1QciaiFRlRhIvFaSQIyX6d-0KGnzsZ5BCQRu8x4pg1p97CuDZwg9AB3ZZiBoUvarEJ5Ae4D4u6qHE7VJfdX4ahpAux9Qh3U9oEnkwxUrFStnDFmE4yvL64KqG5JvtjoH7Fkas0-NjJ6XSfDXVk&storeId=5867&couponState=na&bkt=ace_3121%7Ccoldstart_on%7Csearch_mp_pick_up&/ip/Lumary-Smart-Wall-Outlet-Standard-Electrical-Outlets-2-USB-Ports-Plugs-App-Control-Work-Alexa-Google-Home-15-Amp-Tamper-Resistant-Outlet-ETL-FCC-2-4G/393075078
737781478,Smart Wall Plug YoLink 1 4 Mile World s Longest Range In Wall Outlet 15A Compatible Alexa Google Assistant IFTTT App Remote Timer Schedules Scene Aut,YoLink,"
World's Longest Wireless Range: Powered by LoRa technology, the long-range yet low-power system offers the industry’s longest receiving range in the market (1/4 mile). Our long-range coverage enables its use in areas challenging for most residential Wi-Fi systems, such as basements, outdoor porch/patio areas, sheds, free-standing garages, even remote outbuildings on your property.

Works With Alexa & Google Voice Assistants: Supercharge your YoLink system by adding the YoLink skill to Alexa or Google Assistant. Control your YoLink devices by voice command (“Alexa, turn off the fan” – “OK!”) and control your YoLink devices as part of routines/automations that may include other, third-party, smart devices integrated with Alexa/Google.

Simple & Easy! YoLink’s Scan & Play smartphone app feature will have your smart plug up & ready in just a couple minutes! And the Wall Plug could not be easier to install: just add it to the app, and plug it into an available 120V receptacle. Done! Enjoy the convenience and energy bill savings of your new smart plug.

Set it & Forget it: Tired of forgetting to turn something off, or worried about leaving an iron or space heater on, or are there appliances/devices that you regularly turn off/on but wish it was automatic? Now, use the YoLink app to schedule automations, to automatically turn the power on or off at the time of your choice, on the days of the week of your choice.

YoLink Hub Required but not included: YoLink Hub is the only central controller for YoLink devices, and it connects YoLink devices into the internet and the cloud. Without YoLink Hub, YoLink smart power strip does not work with YoLink app and does not support 3rd-party integration with Alexa, Google Home and IFTTT.
The YoLink Smart Wall Plug sets the standard for smart home automation, offering an incredible 1/4 mile range that ensures reliable connectivity to your devices, no matter where you are on your property. Our innovative smart in-wall outlet is designed to handle up to 15A of power, making it the perfect solution for a wide range of devices, including lamps, fans, and small appliances.

Experience the convenience of the easy-to-use app, allowing you to customize your settings and receive real-time alerts directly to your smartphone. Seamlessly integrate the YoLink Smart Wall Plug with Alexa, Google Assistant, and IFTTT, enabling convenient voice commands and custom automations tailored to your unique needs.

Our versatile smart in-wall outlet is perfect for controlling any device you want to add to your smart home automation system, with the convenience of remote control, timer schedules, scene automation, and custom controls. Whether you're at home or away, you can always stay connected and in control.

Stay informed and in control with real-time app notifications, ensuring you're always aware of the status of your smart home devices. The YoLink Smart Wall Plug is the perfect addition to any smart home ecosystem, offering unparalleled range, versatility, and convenience.

Upgrade your smart home automation experience with the YoLink Smart Wall Plug, and discover the perfect combination of range, performance, and control. Transform your home into a fully automated smart home, and embrace the YoLink difference today!",YOLINK,https://i5.walmartimages.com//asr/06f67754-55a0-4934-a1ae-7623fb9cc272.f66851bd7845d64257811539739cdcde.jpeg,https://wrd.walmart.com/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=3944_1229875&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FSmart-Wall-Plug-YoLink-1-4-Mile-World-s-Longest-Range-In-Wall-Outlet-15A-Compatible-Alexa-Google-Assistant-IFTTT-App-Remote-Timer-Schedules-Scene-Aut%2F737781478%3FadsRedirect%3Dtrue&adUid=8cc66720-ba49-4253-aa13-ba04c801cdf9&mloc=sp-search-middle&pltfm=desktop&pgId=smart%20wifi%20plug&pt=search&spQs=HYZUcMdTX7GeMb8jeSPBrBj3zRE4y6b9q7-TT5ZPo-aIJFaC1dXQBVWG4ZrLSJekbqEEi5-r2NQUmk0GgqECUC2eJd6_GT2zmvY2X6RQgxcuIxsBsGHa848gsKVlp7FTFDGa_CIybv0tNjdxiO0wGlV6RTWz5DIA3pUPtQnOn5l6EoSlkm_LeE-ZQuql-Fj1b6fOI22j5pRBlbcoqeNDeP9CW0sfUJZnqA0mzTgxc4I&storeId=5867&couponState=na&bkt=ace_3121%7Ccoldstart_on%7Csearch_mp_pick_up&/ip/Smart-Wall-Plug-YoLink-1-4-Mile-World-s-Longest-Range-In-Wall-Outlet-15A-Compatible-Alexa-Google-Assistant-IFTTT-App-Remote-Timer-Schedules-Scene-Aut/737781478
574441989,Kootion Smart Plug 2 Pack Wifi Enabled Mini Outlets Socket Compatible Google Assistant No Hub Required Timing Outlet Remote Control Devices Anywhere,Kootion,"
Compatible with Alexa and Google Home - The smart plug works with Alexa and Google home to manage your home devices through voice control. It only supports a 2.4GHz Wi-Fi network.
Remote Control from Everywhere at Anytime - Use the smart life App to connect your smart plug to Wi-Fi, then you can control home appliances remotely and smartly from Everywhere at Anytime.
Set On/Off Schedules with Timing Function - Switch your home appliances On/Off automatically and intelligently by setting a specific time with the smart plug. Make your life smarter and more convenient.
Enjoy the Smart Life Together - You can control all smart plug in one command and share it to all family members. No more worries, enjoy the smart life together.
Energy Saving And Safe - With the convenient function of timer, you can turn off home appliances to prevent from overcharging and overheating when they are not in use, and cut Down your electricity bill.
Technical Parameters
Maximum Power: 2400W
Applicable Voltage Range: 100-240V
Maximum Current: 10A
Product Color: White
Product Material: Fireproof PC V0 level
Wireless Power Consumption: 
Operating Temperature: -20~45degree
Wi-Fi Frequency: 2.412~2.484GHz
Support WiFi Format: 802.11b/g/n
Support system: Android \IOS
Support Safety Standards: WPA-PSK/ WPA2-PSk/WPA/WPA2/WEP/WPS2/WAPI
How It Works.
Use your phone to search “smart life” in application market to download and install the App. Registration and login ""smart life"" APP;
Connect with the power supply, long press the power button more than 5 seconds until the blue indicator enters into the fast flash mode.
Select confirm indicator rapidly blinks;
Enter your WiFi password for your phone and click ""Confirm"" to enter the page of the search device;
Enter the device page, then complete the configuration.
KOOTION Service:
Thank you for choosing us products. 
If you have any questions, please don't hesitate to contact us.",SMARTLIFE,https://i5.walmartimages.com/seo/Kootion-Smart-Plug-2-Pack-Wifi-Enabled-Mini-Outlets-Socket-Compatible-Google-Assistant-No-Hub-Required-Timing-Outlet-Remote-Control-Devices-Anywhere_47692115-6670-424a-915c-9a163e7cc3d1_1.6d3ac507e4762f93e92f776af1f03e12.jpeg,https://www.walmart.com/ip/Kootion-Smart-Plug-2-Pack-Wifi-Enabled-Mini-Outlets-Socket-Compatible-Google-Assistant-No-Hub-Required-Timing-Outlet-Remote-Control-Devices-Anywhere/574441989?athbdg=L1600&from=/search
960923266,Nooie Bluetooth Smart Plug WiFi Mini Outlet Remote Voice Control Works Alexa Google Home Schedule Timer Child Lock ETL Certified 2 4G 4 Packs,Nooie,"
Remote Control: After downloading the free APP ""Smart Life&Tuya"", you can remotely control the WiFi plug through your smartphone anytime, anywhere.you can turn the WiFi plug on or off, set schedules from your smartphone, then enjoy your smart life.
Easy Setup: It takes less than two minutes for the configuration. And the Alexa plug can easy to keep a stable network connection and not easy to go off line.
Voice Control: Smart Plug Work with Alexa and Google Assistant, so you can control the smart home devices using simple voice commands. Free hands by using smart plugs and enjoy the funny interactive process.
Schedule Setting :Aleax Smart Plug can Create customized timer to automatically control your home electronics and appliances. Allow you to save power，equipment from being left on longer than needed.
Easier Faster Connection：More advanced Bluetooth and WiFi technology can connect your smart plugs with your smartphone faster and make it difficult to disconnect.Only support 2.4 GHz WiFi.
12 Months After-sales: If your smart plug encounter any problems, feel free to contact the Nooie team, we would solve all problems for you at all times.",SMARTLIFE,https://i5.walmartimages.com/seo/Nooie-Bluetooth-Smart-Plug-WiFi-Mini-Outlet-Remote-Voice-Control-Works-Alexa-Google-Home-Schedule-Timer-Child-Lock-ETL-Certified-2-4G-4-Packs_ac6303b0-20b3-413f-bed1-50af05528c9c.c117d5d535c24dc7ae9493689992e7a4.png,https://www.walmart.com/ip/Nooie-Bluetooth-Smart-Plug-WiFi-Mini-Outlet-Remote-Voice-Control-Works-Alexa-Google-Home-Schedule-Timer-Child-Lock-ETL-Certified-2-4G-4-Packs/960923266?athbdg=L1400&from=/search
